,Weight,Transport_Mode,Fare,Origin_Location,Origin_pincode,Destination_Location,Destination_pincode,Distance,Mode
1304,4.5,Air,725.1,Kozhikode,673001,Gangtok,737101,2234.0,1
1305,4.5,Surface,320.62,Kozhikode,673001,Gangtok,737101,2234.0,2
1306,4.5,Air,725.1,Kozhikode,673001,Ghandinagar,382010,1371.0,1
1307,4.5,Surface,360.62,Kozhikode,673001,Ghandinagar,382010,1371.0,2
1308,4.5,Air,725.1,Kozhikode,673001,Delhi,110001,1941.0,1
1309,4.5,Surface,320.62,Kozhikode,673001,Delhi,110001,1941.0,2
1310,4.5,Air,725.1,Kozhikode,673001,Dehradun,248001,2134.0,1
1311,4.5,Surface,385.7,Kozhikode,673001,Dehradun,248001,2134.0,2
1312,4.5,Air,725.1,Kozhikode,673001,Daman,396210,1165.0,1
1313,4.5,Surface,320.62,Kozhikode,673001,Daman,396210,1165.0,2
1314,4.5,Air,725.1,Kozhikode,673001,Bhubaneswar,751001,1673.0,1
1315,4.5,Surface,320.62,Kozhikode,673001,Bhubaneswar,751001,1673.0,2
1316,4.5,Air,725.1,Kozhikode,673001,Jaipur,302001,2009.0,1
1317,4.5,Surface,320.62,Kozhikode,673001,Jaipur,302001,2009.0,2
1318,4.5,Air,725.1,Kozhikode,673001,Kota,324001,2062.0,1
1319,4.5,Surface,337.76,Kozhikode,673001,Kota,324001,2062.0,2
1320,4.5,Air,725.1,Kozhikode,673001,Gangtok,737101,2234.0,1
1321,4.5,Surface,320.62,Kozhikode,673001,Gangtok,737101,2234.0,2
1322,4.5,Air,725.1,Kozhikode,673001,Chennai,600001,578.0,1
1323,4.5,Surface,345.74,Kozhikode,673001,Chennai,600001,578.0,2
1324,4.5,Air,725.1,Kozhikode,673001,Coimbatore,641001,178.0,1
1325,4.5,Surface,337.76,Kozhikode,673001,Coimbatore,641001,178.0,2
1326,0.5,Air,117.9,Kozhikode,673001,Hyderabad,500001,741.0,1
1327,0.5,Surface,70.8,Kozhikode,673001,Hyderabad,500001,741.0,2
1328,0.5,Air,111.17,Kozhikode,673001,Agartala,799001,3180.0,1
1329,0.5,Surface,70.8,Kozhikode,673001,Agartala,799001,3180.0,2
1330,0.5,Air,111.17,Kozhikode,673001,Lucknow,226001,1749.0,1
1331,0.5,Surface,70.8,Kozhikode,673001,Lucknow,226001,1749.0,2
1332,0.5,Air,111.17,Kozhikode,673001,Kanpur,208001,1835.0,1
1333,0.5,Surface,70.8,Kozhikode,673001,Kanpur,208001,1835.0,2
1334,1.5,Air,279.17,Kozhikode,673001,Varanasi,221001,2020.0,1
1335,1.5,Surface,140.42,Kozhikode,673001,Varanasi,221001,2020.0,2
1336,1.5,Air,279.17,Kozhikode,673001,Dehradun,248001,2134.0,1
1337,1.5,Surface,158.12,Kozhikode,673001,Dehradun,248001,2134.0,2
1338,1.5,Air,219.17,Kozhikode,673001,Gairsain,246001,2156.0,1
1339,1.5,Surface,140.42,Kozhikode,673001,Gairsain,246001,2156.0,2
1340,1.5,Air,219.17,Kozhikode,673001,Kolkata,700001,2314.0,1
1341,1.5,Surface,158.12,Kozhikode,673001,Kolkata,700001,2314.0,2
1342,1.5,Air,219.17,Kozhikode,673001,New Delhi,110001,1941.0,1
1343,1.5,Surface,140.42,Kozhikode,673001,New Delhi,110001,1941.0,2
1344,1.5,Air,219.17,Kozhikode,673001,Amaravati,522007,1520.0,1
1345,1.5,Surface,140.42,Kozhikode,673001,Amaravati,522007,1520.0,2
1346,1.5,Air,219.17,Kozhikode,673001,Visakhapatnam,530001,1267.0,1
1347,1.5,Surface,140.42,Kozhikode,673001,Visakhapatnam,530001,1267.0,2
1348,1.5,Air,219.17,Kozhikode,673001,Itanagar,791111,3055.0,1
1349,1.5,Surface,158.12,Kozhikode,673001,Itanagar,791111,3055.0,2
1350,0.5,Air,111.17,Kozhikode,673001,Dispur,781005,2638.0,1
1351,0.5,Surface,70.8,Kozhikode,673001,Dispur,781005,2638.0,2
1352,0.5,Air,111.17,Kozhikode,673001,Patna,800001,2074.0,1
1353,0.5,Surface,70.8,Kozhikode,673001,Patna,800001,2074.0,2
1354,0.5,Air,111.17,Kozhikode,673001,Raipur,492001,1669.0,1
1355,0.5,Surface,70.8,Kozhikode,673001,Raipur,492001,1669.0,2
1356,0.5,Air,111.17,Kozhikode,673001,Panaji,403001,576.0,1
1357,0.5,Surface,70.8,Kozhikode,673001,Panaji,403001,576.0,2
1358,3.5,Air,435.17,Kozhikode,673001,Gandhinagar,382010,1371.0,1
1359,3.5,Surface,320.62,Kozhikode,673001,Gandhinagar,382010,1371.0,2
1360,3.5,Air,435.17,Kozhikode,673001,Ahmedabad,380001,1427.0,1
1361,3.5,Surface,320.62,Kozhikode,673001,Ahmedabad,380001,1427.0,2
1362,3.5,Air,435.17,Kozhikode,673001,Chandigarh,160017,2385.0,1
1363,3.5,Surface,277.3,Kozhikode,673001,Chandigarh,160017,2385.0,2
1364,3.5,Air,435.17,Kozhikode,673001,Shimla,171001,2367.0,1
1365,3.5,Surface,277.3,Kozhikode,673001,Shimla,171001,2367.0,2
1366,3.5,Air,435.17,Kozhikode,673001,Ranchi,834001,1866.0,1
1367,3.5,Surface,332.76,Kozhikode,673001,Ranchi,834001,1866.0,2
1368,3.5,Air,435.17,Kozhikode,673001,Bengaluru,560001,356.0,1
1369,3.5,Surface,320.62,Kozhikode,673001,Bengaluru,560001,356.0,2
1370,3.5,Air,281.14,Kozhikode,673001,Thiruvananthapuram,695001,395.0,1
1371,3.5,Surface,181.72,Kozhikode,673001,Thiruvananthapuram,695001,395.0,2
1372,3.5,Air,435.17,Kozhikode,673001,Bhopal,462001,1681.0,1
1373,3.5,Surface,320.62,Kozhikode,673001,Bhopal,462001,1681.0,2
1374,3.5,Air,435.17,Kozhikode,673001,Indore,452001,1759.0,1
1375,3.5,Surface,320.62,Kozhikode,673001,Indore,452001,1759.0,2
1376,3.5,Air,435.17,Kozhikode,673001,Mumbai,400001,1173.0,1
1377,3.5,Surface,320.62,Kozhikode,673001,Mumbai,400001,1173.0,2
1378,7.5,Air,1033.0,Bhopal,462001,Mumbai,400001,775.0,1
1379,7.5,Surface,397.68,Bhopal,462001,Mumbai,400001,775.0,2
1380,7.5,Air,1033.0,Bhopal,462001,Bangalore,560001,1236.0,1
1381,7.5,Surface,397.68,Bhopal,462001,Bangalore,560001,1236.0,2
1382,7.5,Air,1033.0,Bhopal,462001,Kolkata,700001,1464.0,1
1383,7.5,Surface,382.82,Bhopal,462001,Kolkata,700001,1464.0,2
1384,7.5,Air,1033.0,Bhopal,462001,Chennai,600001,1376.0,1
1385,7.5,Surface,397.68,Bhopal,462001,Chennai,600001,1376.0,2
1386,7.5,Air,1033.0,Bhopal,462001,Hyderabad,500001,808.0,1
1387,7.5,Surface,397.68,Bhopal,462001,Hyderabad,500001,808.0,2
1388,7.5,Air,1033.0,Bhopal,462001,Ahmedabad,380001,586.0,1
1389,7.5,Surface,397.68,Bhopal,462001,Ahmedabad,380001,586.0,2
1390,7.5,Air,1033.0,Bhopal,462001,Pune,411001,814.0,1
1391,7.5,Surface,397.68,Bhopal,462001,Pune,411001,814.0,2
1392,7.5,Air,1033.0,Bhopal,462001,Surat,395001,810.0,1
1393,7.5,Surface,397.68,Bhopal,462001,Surat,395001,810.0,2
1394,7.5,Air,1033.0,Bhopal,462001,Jaipur,302001,596.0,1
1395,7.5,Surface,382.82,Bhopal,462001,Jaipur,302001,596.0,2
1396,7.5,Air,1033.0,Bhopal,462001,Lucknow,226001,669.0,1
1397,7.5,Surface,382.82,Bhopal,462001,Lucknow,226001,669.0,2
1398,10.0,Air,1363.0,Bhopal,462001,Kanpur,208001,702.0,1
1399,10.0,Surface,397.68,Bhopal,462001,Kanpur,208001,702.0,2
1400,10.0,Air,1363.0,Bhopal,462001,Nagpur,440001,352.0,1
1401,10.0,Surface,397.68,Bhopal,462001,Nagpur,440001,352.0,2
1402,10.0,Air,1363.0,Bhopal,462001,Visakhapatnam,530001,1232.0,1
1403,10.0,Surface,397.68,Bhopal,462001,Visakhapatnam,530001,1232.0,2
1404,11.0,Air,1495.0,Bhopal,462001,Patna,800001,1039.0,1
1405,11.0,Surface,432.18,Bhopal,462001,Patna,800001,1039.0,2
1406,11.0,Air,1495.0,Bhopal,462001,Ludhiana,141001,1231.0,1
1407,11.0,Surface,432.18,Bhopal,462001,Ludhiana,141001,1231.0,2
1408,11.0,Air,1495.0,Bhopal,462001,Agra,282001,523.0,1
1409,11.0,Surface,432.18,Bhopal,462001,Agra,282001,523.0,2
1410,11.0,Air,1495.0,Bhopal,462001,Nashik,422001,604.0,1
1411,11.0,Surface,432.18,Bhopal,462001,Nashik,422001,604.0,2
1412,15.0,Air,2023.0,Bhopal,462001,Vadodara,390001,566.0,1
1413,15.0,Surface,560.98,Bhopal,462001,Vadodara,390001,566.0,2
1414,15.0,Air,2023.0,Bhopal,462001,Faridabad,121001,719.0,1
1415,15.0,Surface,560.98,Bhopal,462001,Faridabad,121001,719.0,2
1416,15.0,Air,2023.0,Bhopal,462001,Ghaziabad,201001,698.0,1
1417,15.0,Surface,560.98,Bhopal,462001,Ghaziabad,201001,698.0,2
1418,15.0,Air,2023.0,Bhopal,462001,Rajkot,360001,1007.0,1
1419,15.0,Surface,626.18,Bhopal,462001,Rajkot,360001,1007.0,2
1420,15.0,Air,2023.0,Bhopal,462001,Meerut,250001,727.0,1
1421,15.0,Surface,560.98,Bhopal,462001,Meerut,250001,727.0,2
1422,15.0,Air,2023.0,Bhopal,462001,Amritsar,143001,1303.0,1
1423,15.0,Surface,560.98,Bhopal,462001,Amritsar,143001,1303.0,2
1424,7.0,Air,967.0,Bhopal,462001,Varanasi,221001,765.0,1
1425,7.0,Surface,345.24,Bhopal,462001,Varanasi,221001,765.0,2
1426,7.0,Air,1191.0,Bhopal,462001,Srinagar,190001,1607.0,1
1427,7.0,Surface,416.86,Bhopal,462001,Srinagar,190001,1607.0,2
1428,7.0,Air,967.0,Bhopal,462001,Aurangabad,431001,609.0,1
1429,7.0,Surface,357.02,Bhopal,462001,Aurangabad,431001,609.0,2
1430,7.0,Air,967.0,Bhopal,462001,Dhanbad,826001,1139.0,1
1431,7.0,Surface,345.24,Bhopal,462001,Dhanbad,826001,1139.0,2
1432,7.0,Air,967.0,Bhopal,462001,Ranchi,834001,1142.0,1
1433,7.0,Surface,357.02,Bhopal,462001,Ranchi,834001,1142.0,2
1434,7.0,Air,967.0,Bhopal,462001,Howrah,711101,1472.0,1
1435,7.0,Surface,345.24,Bhopal,462001,Howrah,711101,1472.0,2
1436,7.0,Air,967.0,Bhopal,462001,Coimbatore,641001,1584.0,1
1437,7.0,Surface,345.24,Bhopal,462001,Coimbatore,641001,1584.0,2
1438,7.0,Air,564.84,Bhopal,462001,Jabalpur,482001,315.0,1
1439,7.0,Surface,280.74,Bhopal,462001,Jabalpur,482001,315.0,2
1440,7.0,Air,564.84,Bhopal,462001,Gwalior,474001,423.0,1
1441,7.0,Surface,272.0,Bhopal,462001,Gwalior,474001,423.0,2
1442,7.0,Air,967.0,Bhopal,462001,Raipur,492001,667.0,1
1443,7.0,Surface,345.24,Bhopal,462001,Raipur,492001,667.0,2
1444,5.0,Air,587.0,Indore,452001,Hyderabad,500001,870.0,1
1445,5.0,Surface,289.12,Indore,452001,Hyderabad,500001,870.0,2
1446,5.0,Air,801.0,Indore,452001,Gangtok,737101,2155.0,1
1447,5.0,Surface,320.62,Indore,452001,Gangtok,737101,2155.0,2
1448,5.0,Air,587.0,Indore,452001,Ghandinagar,382010,910.0,1
1449,5.0,Surface,271.86,Indore,452001,Ghandinagar,382010,910.0,2
1450,5.0,Air,587.0,Indore,452001,Delhi,110001,810.0,1
1451,5.0,Surface,270.08,Indore,452001,Delhi,110001,810.0,2
1452,5.0,Air,587.0,Indore,452001,Dehradun,248001,1160.0,1
1453,5.0,Surface,315.48,Indore,452001,Dehradun,248001,1160.0,2
1454,5.0,Air,587.0,Indore,452001,Daman,396210,910.0,1
1455,5.0,Surface,270.08,Indore,452001,Daman,396210,910.0,2
1456,5.0,Air,587.0,Indore,452001,Bhubaneswar,751001,1480.0,1
1457,5.0,Surface,270.08,Indore,452001,Bhubaneswar,751001,1480.0,2
1458,5.0,Air,587.0,Indore,452001,Jaipur,302001,600.0,1
1459,5.0,Surface,270.08,Indore,452001,Jaipur,302001,600.0,2
1460,5.0,Air,587.0,Indore,452001,Kota,324001,570.0,1
1461,5.0,Surface,270.08,Indore,452001,Kota,324001,570.0,2
1462,5.0,Air,801.0,Indore,452001,Gangtok,737101,2155.0,1
1463,5.0,Surface,320.62,Indore,452001,Gangtok,737101,2155.0,2
1464,5.0,Air,587.0,Indore,452001,Chennai,600001,1560.0,1
1465,5.0,Surface,333.8,Indore,452001,Chennai,600001,1560.0,2
1466,6.5,Air,901.0,Indore,452001,Coimbatore,641001,1740.0,1
1467,6.5,Surface,345.24,Indore,452001,Coimbatore,641001,1740.0,2
1468,6.5,Air,901.0,Indore,452001,Hyderabad,500001,870.0,1
1469,6.5,Surface,391.2,Indore,452001,Hyderabad,500001,870.0,2
1470,6.5,Air,1091.8,Indore,452001,Agartala,799001,2900.0,1
1471,6.5,Surface,424.88,Indore,452001,Agartala,799001,2900.0,2
1472,6.5,Air,901.0,Indore,452001,Lucknow,226001,780.0,1
1473,6.5,Surface,345.24,Indore,452001,Lucknow,226001,780.0,2
1474,6.5,Air,901.0,Indore,452001,Kanpur,208001,820.0,1
1475,6.5,Surface,345.24,Indore,452001,Kanpur,208001,820.0,2
1476,6.5,Air,901.0,Indore,452001,Varanasi,221001,1050.0,1
1477,6.5,Surface,345.24,Indore,452001,Varanasi,221001,1050.0,2
1478,6.5,Air,901.0,Indore,452001,Dehradun,248001,1160.0,1
1479,6.5,Surface,394.8,Indore,452001,Dehradun,248001,1160.0,2
1480,6.5,Air,901.0,Indore,452001,Gairsain,246001,1200.0,1
1481,6.5,Surface,434.1,Indore,452001,Gairsain,246001,1200.0,2
1482,6.5,Air,901.0,Indore,452001,Kolkata,700001,1500.0,1
1483,6.5,Surface,345.24,Indore,452001,Kolkata,700001,1500.0,2
1484,6.5,Air,901.0,Indore,452001,New Delhi,110001,810.0,1
1485,6.5,Surface,345.24,Indore,452001,New Delhi,110001,810.0,2
1486,5.5,Air,769.0,Indore,452001,Amaravati,522007,1050.0,1
1487,5.5,Surface,307.66,Indore,452001,Amaravati,522007,1050.0,2
1488,5.5,Air,769.0,Indore,452001,Visakhapatnam,530001,1230.0,1
1489,5.5,Surface,314.44,Indore,452001,Visakhapatnam,530001,1230.0,2
1490,5.5,Air,933.0,Indore,452001,Itanagar,791111,2700.0,1
1491,5.5,Surface,414.18,Indore,452001,Itanagar,791111,2700.0,2
1492,5.5,Air,933.0,Indore,452001,Dispur,781005,1900.0,1
1493,5.5,Surface,377.96,Indore,452001,Dispur,781005,1900.0,2
1494,5.5,Air,769.0,Indore,452001,Patna,800001,1000.0,1
1495,5.5,Surface,307.66,Indore,452001,Patna,800001,1000.0,2
1496,5.5,Air,769.0,Indore,452001,Raipur,492001,900.0,1
1497,5.5,Surface,307.66,Indore,452001,Raipur,492001,900.0,2
1498,5.5,Air,769.0,Indore,452001,Panaji,403001,1200.0,1
1499,5.5,Surface,307.66,Indore,452001,Panaji,403001,1200.0,2
1500,5.5,Air,769.0,Indore,452001,Gandhinagar,382010,910.0,1
1501,5.5,Surface,314.44,Indore,452001,Gandhinagar,382010,910.0,2
1502,5.5,Air,769.0,Indore,452001,Ahmedabad,380001,870.0,1
1503,5.5,Surface,314.44,Indore,452001,Ahmedabad,380001,870.0,2
1504,5.5,Air,769.0,Indore,452001,Chandigarh,160017,1100.0,1
1505,5.5,Surface,307.66,Indore,452001,Chandigarh,160017,1100.0,2
1506,5.5,Air,933.0,Indore,452001,Shimla,171001,1140.0,1
1507,5.5,Surface,373.02,Indore,452001,Shimla,171001,1140.0,2
1508,5.5,Air,769.0,Indore,452001,Ranchi,834001,1200.0,1
1509,5.5,Surface,314.44,Indore,452001,Ranchi,834001,1200.0,2
1510,5.5,Air,769.0,Indore,452001,Bengaluru,560001,1400.0,1
1511,5.5,Surface,340.16,Indore,452001,Bengaluru,560001,1400.0,2
1512,5.5,Air,933.0,Indore,452001,Thiruvananthapuram,695001,2200.0,1
1513,5.5,Surface,377.96,Indore,452001,Thiruvananthapuram,695001,2200.0,2
1514,5.5,Air,933.0,Indore,452001,Kozhikode,673001,1750.0,1
1515,5.5,Surface,377.96,Indore,452001,Kozhikode,673001,1750.0,2
1516,5.5,Air,453.06,Indore,452001,Bhopal,462001,186.0,1
1517,5.5,Surface,266.08,Indore,452001,Bhopal,462001,186.0,2
1518,5.5,Air,769.0,Indore,452001,Mumbai,400001,590.0,1
1519,5.5,Surface,340.16,Indore,452001,Mumbai,400001,590.0,2
1520,5.5,Air,769.0,Indore,452001,Pune,411001,620.0,1
1521,5.5,Surface,340.16,Indore,452001,Pune,411001,620.0,2
1522,5.5,Air,769.0,Indore,452001,Nagpur,440001,450.0,1
1523,5.5,Surface,307.66,Indore,452001,Nagpur,440001,450.0,2
1524,5.5,Air,933.0,Indore,452001,Shillong,793001,2100.0,1
1525,5.5,Surface,377.96,Indore,452001,Shillong,793001,2100.0,2
1526,2.0,Air,253.29,Hyderabad,500001,Amaravati,522002,272.0,1
1527,2.0,Surface,164.02,Hyderabad,500001,Amaravati,522002,272.0,2
1528,7.0,Air,967.0,Hyderabad,500001,Visakhapatnam,530001,621.0,1
1529,7.0,Surface,357.02,Hyderabad,500001,Visakhapatnam,530001,621.0,2
1530,9.0,Air,1519.0,Hyderabad,500001,Itanagar,791111,2048.0,1
1531,9.0,Surface,424.88,Hyderabad,500001,Itanagar,791111,2048.0,2
1532,5.0,Air,801.0,Hyderabad,500001,Dispur,781005,1782.0,1
1533,5.0,Surface,320.62,Hyderabad,500001,Dispur,781005,1782.0,2
1534,8.0,Air,1099.0,Hyderabad,500001,Patna,800001,1383.0,1
1535,8.0,Surface,397.68,Hyderabad,500001,Patna,800001,1383.0,2
1536,3.0,Air,353.31,Hyderabad,500001,Raipur,492001,577.0,1
1537,3.0,Surface,228.92,Hyderabad,500001,Raipur,492001,577.0,2
1538,11.0,Air,1495.0,Hyderabad,500001,Panaji,403001,637.0,1
1539,11.0,Surface,432.18,Hyderabad,500001,Panaji,403001,637.0,2
1540,15.0,Air,2023.0,Hyderabad,500001,Gandhinagar,382010,1204.0,1
1541,15.0,Surface,626.18,Hyderabad,500001,Gandhinagar,382010,1204.0,2
1542,15.0,Air,2023.0,Hyderabad,500001,Ahmedabad,380001,1042.0,1
1543,15.0,Surface,626.0,Hyderabad,500001,Ahmedabad,380001,1042.0,2
1544,1.0,Air,151.0,Hyderabad,500001,Chandigarh,160017,1809.0,1
1545,2.0,Surface,164.02,Hyderabad,500001,Chandigarh,160017,1809.0,2
1546,3.0,Air,381.17,Hyderabad,500001,Shimla,171001,2006.0,1
1547,4.0,Surface,311.52,Hyderabad,500001,Shimla,171001,2006.0,2
1548,5.0,Air,587.0,Hyderabad,500001,Ranchi,834001,1174.0,1
1549,6.0,Surface,314.44,Hyderabad,500001,Ranchi,834001,1174.0,2
1550,7.0,Air,967.0,Hyderabad,500001,Bengaluru,560001,569.0,1
1551,8.0,Surface,397.68,Hyderabad,500001,Bengaluru,560001,569.0,2
1552,9.0,Air,1519.0,Hyderabad,500001,Thiruvananthapuram,695001,1166.0,1
1553,10.0,Surface,424.88,Hyderabad,500001,Thiruvananthapuram,695001,1166.0,2
1554,11.0,Air,1847.0,Hyderabad,500001,Kozhikode,673001,1008.0,1
1555,12.0,Surface,501.12,Hyderabad,500001,Kozhikode,673001,1008.0,2
1556,13.0,Air,1759.0,Hyderabad,500001,Bhopal,462001,810.0,1
1557,14.0,Surface,670.2,Hyderabad,500001,Bhopal,462001,810.0,2
1558,15.0,Air,2023.0,Hyderabad,500001,Indore,452001,678.0,1
1559,16.0,Surface,667.88,Hyderabad,500001,Indore,452001,678.0,2
1560,17.0,Air,2287.0,Hyderabad,500001,Mumbai,400001,711.0,1
1561,18.0,Surface,667.88,Hyderabad,500001,Mumbai,400001,711.0,2
1562,19.0,Air,2551.0,Hyderabad,500001,Pune,411001,545.0,1
1563,20.0,Surface,667.88,Hyderabad,500001,Pune,411001,545.0,2
1564,21.0,Air,2815.0,Hyderabad,500001,Nagpur,440001,501.0,1
1565,22.0,Surface,795.96,Hyderabad,500001,Nagpur,440001,501.0,2
1566,25.0,Air,4143.0,Hyderabad,500001,Shillong,793001,2039.0,1
1567,26.0,Surface,1022.08,Hyderabad,500001,Shillong,793001,2039.0,2
1568,27.0,Air,4808.16,Hyderabad,500001,Aizawl,796001,2303.0,1
1569,28.0,Surface,1094.68,Hyderabad,500001,Aizawl,796001,2303.0,2
1570,31.0,Air,4297.99,Hyderabad,500001,Bhubaneswar,751001,1056.0,1
1571,32.0,Surface,1592.77,Hyderabad,500001,Bhubaneswar,751001,1056.0,2
1572,1.0,Air,151.0,Hyderabad,500001,Jaipur,302001,1169.0,1
1573,2.0,Surface,164.02,Hyderabad,500001,Jaipur,302001,1169.0,2
1574,3.0,Air,353.31,Hyderabad,500001,Kota,324001,1080.0,1
1575,4.0,Surface,271.86,Hyderabad,500001,Kota,324001,1080.0,2
1576,5.0,Air,801.0,Hyderabad,500001,Gangtok,737101,2050.0,1
1577,6.0,Surface,377.96,Hyderabad,500001,Gangtok,737101,2050.0,2
1578,7.0,Air,697.0,Hyderabad,500001,Chennai,600001,627.0,1
1579,8.0,Surface,397.68,Hyderabad,500001,Chennai,600001,627.0,2
1580,9.0,Air,1231.0,Hyderabad,500001,Coimbatore,641001,1004.0,1
1581,10.0,Surface,397.68,Hyderabad,500001,Coimbatore,641001,1004.0,2
1582,11.0,Air,1847.0,Hyderabad,500001,Agartala,799001,2222.0,1
1583,12.0,Surface,501.12,Hyderabad,500001,Agartala,799001,2222.0,2
1584,13.0,Air,1759.0,Hyderabad,500001,Lucknow,226001,1292.0,1
1585,14.0,Surface,583.78,Hyderabad,500001,Lucknow,226001,1292.0,2
1586,15.0,Air,2023.0,Hyderabad,500001,Kanpur,208001,1308.0,1
1587,16.0,Surface,667.88,Hyderabad,500001,Kanpur,208001,1308.0,2
1588,17.0,Air,2287.0,Hyderabad,500001,Varanasi,221001,1422.0,1
1589,18.0,Surface,667.88,Hyderabad,500001,Varanasi,221001,1422.0,2
1590,19.0,Air,2551.0,Hyderabad,500001,Dehradun,248001,1710.0,1
1591,20.0,Surface,667.88,Hyderabad,500001,Dehradun,248001,1710.0,2
1592,21.0,Air,2815.0,Hyderabad,500001,Gairsain,246429,1846.0,1
1593,22.0,Surface,886.2,Hyderabad,500001,Gairsain,246429,1846.0,2
1594,23.0,Air,3343.0,Hyderabad,500001,Kolkata,700001,1479.0,1
1595,24.0,Surface,842.12,Hyderabad,500001,Kolkata,700001,1479.0,2
1596,25.0,Air,3748.47,Hyderabad,500001,New Delhi,110001,1404.0,1
1597,26.0,Surface,900.2,Hyderabad,500001,New Delhi,110001,1404.0,2
1598,1.0,Air,165.17,Shillong,793001,Amaravati,522002,2048.0,1
1599,2.0,Surface,174.64,Shillong,793001,Amaravati,522002,2048.0,2
1600,3.0,Air,381.17,Shillong,793001,Visakhapatnam,530001,1621.0,1
1601,4.0,Surface,489.17,Shillong,793001,Visakhapatnam,530001,1621.0,2
1602,5.0,Air,853.6,Shillong,793001,Itanagar,791111,481.0,1
1603,6.0,Surface,447.65,Shillong,793001,Itanagar,791111,481.0,2
1604,7.0,Air,1171.2,Shillong,793001,Dispur,781005,100.0,1
1605,8.0,Surface,532.0,Shillong,793001,Dispur,781005,100.0,2
1606,9.0,Air,1519.0,Shillong,793001,Patna,800001,1139.0,1
1607,10.0,Surface,545.18,Shillong,793001,Patna,800001,1139.0,2
1608,11.0,Air,1847.0,Shillong,793001,Raipur,492001,1208.0,1
1609,12.0,Surface,630.2,Shillong,793001,Raipur,492001,1208.0,2
1610,13.0,Air,2175.0,Shillong,793001,Panaji,403001,2414.0,1
1611,14.0,Surface,728.4,Shillong,793001,Panaji,403001,2414.0,2
1612,15.0,Air,2503.0,Shillong,793001,Gandhinagar,382010,2200.0,1
1613,16.0,Surface,823.7,Shillong,793001,Gandhinagar,382010,2200.0,2
1614,17.0,Air,2831.0,Shillong,793001,Ahmedabad,380001,2136.0,1
1615,18.0,Surface,916.54,Shillong,793001,Ahmedabad,380001,2136.0,2
1616,19.0,Air,3159.0,Shillong,793001,Chandigarh,160017,2047.0,1
1617,20.0,Surface,945.4,Shillong,793001,Chandigarh,160017,2047.0,2
1618,21.0,Air,3487.0,Shillong,793001,Shimla,171001,2031.0,1
1619,22.0,Surface,1032.6,Shillong,793001,Shimla,171001,2031.0,2
1620,23.0,Air,3815.0,Shillong,793001,Ranchi,834001,1029.0,1
1621,24.0,Surface,1119.0,Shillong,793001,Ranchi,834001,1029.0,2
1622,25.0,Air,4143.0,Shillong,793001,Bengaluru,560001,2643.0,1
1623,0.5,Surface,70.8,Shillong,793001,Bengaluru,560001,2643.0,2
1624,1.0,Air,165.17,Shillong,793001,Thiruvananthapuram,695001,3008.0,1
1625,2.0,Surface,174.64,Shillong,793001,Thiruvananthapuram,695001,3008.0,2
1626,3.0,Air,381.17,Shillong,793001,Kozhikode,673001,2787.0,1
1627,4.0,Surface,311.52,Shillong,793001,Kozhikode,673001,2787.0,2
1628,1.0,Air,165.17,Shillong,793001,Bhopal,462001,2045.0,1
1629,2.0,Surface,174.64,Shillong,793001,Bhopal,462001,2045.0,2
1630,3.0,Air,381.17,Shillong,793001,Indore,452001,2044.0,1
1631,4.0,Surface,311.52,Shillong,793001,Indore,452001,2044.0,2
1632,5.0,Air,863.0,Shillong,793001,Mumbai,400001,2430.0,1
1633,6.0,Surface,377.96,Shillong,793001,Mumbai,400001,2430.0,2
1634,4.0,Air,489.17,Shillong,793001,Pune,411001,2166.0,1
1635,7.0,Surface,435.3,Shillong,793001,Pune,411001,2166.0,2
1636,8.0,Air,1355.0,Shillong,793001,Nagpur,440001,1896.0,1
1637,9.0,Surface,515.76,Shillong,793001,Nagpur,440001,1896.0,2
1638,12.0,Air,2011.0,Shillong,793001,Aizawl,796001,135.0,1
1639,13.0,Surface,848.19,Shillong,793001,Aizawl,796001,135.0,2
1640,14.0,Air,2339.0,Shillong,793001,Kohima,797001,245.0,1
1641,15.0,Surface,960.55,Shillong,793001,Kohima,797001,245.0,2
1642,16.0,Air,2667.0,Shillong,793001,Bhubaneswar,751001,1109.0,1
1643,17.0,Surface,875.7,Shillong,793001,Bhubaneswar,751001,1109.0,2
1644,18.0,Air,2995.0,Shillong,793001,Jaipur,302001,2029.0,1
1645,19.0,Surface,945.4,Shillong,793001,Jaipur,302001,2029.0,2
1646,20.0,Air,3323.0,Shillong,793001,Kota,324001,1918.0,1
1647,21.0,Surface,989.0,Shillong,793001,Kota,324001,1918.0,2
1648,22.0,Air,3651.0,Shillong,793001,Gangtok,737101,586.0,1
1649,23.0,Surface,1410.19,Shillong,793001,Gangtok,737101,586.0,2
1650,4.0,Air,489.17,Shillong,793001,Chennai,600001,2679.0,1
1651,5.0,Surface,972.61,Shillong,793001,Chennai,600001,2679.0,2
1652,6.0,Air,1012.4,Shillong,793001,Coimbatore,641001,3004.0,1
1653,7.0,Surface,426.76,Shillong,793001,Coimbatore,641001,3004.0,2
1654,8.0,Air,1355.0,Shillong,793001,Hyderabad,500001,1993.0,1
1655,9.0,Surface,532.0,Shillong,793001,Hyderabad,500001,1993.0,2
1656,10.0,Air,1683.0,Shillong,793001,Agartala,799001,577.0,1
1657,11.0,Surface,735.83,Shillong,793001,Agartala,799001,577.0,2
1658,12.0,Air,2011.0,Shillong,793001,Lucknow,226001,1307.0,1
