,Weight,Transport_Mode,Fare,Origin_Location,Origin_pincode,Destination_Location,Destination_pincode,Distance,Mode
0,1.0,Air,106.0,Mumbai,400001,Pune,411001,149.81,1
1,1.0,Surface,70.8,Mumbai,400001,Pune,411001,149.81,2
2,5.0,Air,415.8,Mumbai,400001,Nagpur,440001,837.91,1
3,5.0,Surface,222.66,Mumbai,400001,Nagpur,440001,837.91,2
4,4.0,Air,453.33,Mumbai,400001,Bhopal,462001,776.31,1
5,4.0,Surface,289.12,Mumbai,400001,Bhopal,462001,776.31,2
6,2.0,Air,253.29,Mumbai,400001,Indore,452001,585.41,1
7,2.0,Surface,164.02,Mumbai,400001,Indore,452001,585.41,2
8,3.0,Air,298.54,Mumbai,400001,Kolkata,700001,1966.71,1
9,3.0,Surface,204.14,Mumbai,400001,Kolkata,700001,1966.71,2
10,2.0,Air,253.29,Mumbai,400001,Varanasi,221001,1425.31,1
11,2.0,Surface,164.02,Mumbai,400001,Varanasi,221001,1425.31,2
12,4.0,Air,453.33,Mumbai,400001,Dehradun,248001,1573.51,1
13,4.0,Surface,298.42,Mumbai,400001,Dehradun,248001,1573.51,2
14,4.0,Air,453.33,Mumbai,400001,Gairsain,246421,1745.41,1
15,4.0,Surface,298.42,Mumbai,400001,Gairsain,246421,1745.41,2
16,3.0,Air,353.31,Mumbai,400001,Visakhapatnam,530001,1280.11,1
17,3.0,Surface,228.92,Mumbai,400001,Visakhapatnam,530001,1280.11,2
18,2.0,Air,273.17,Mumbai,400001,Itanagar,791111,3038.71,1
19,2.0,Surface,201.78,Mumbai,400001,Itanagar,791111,3038.71,2
20,1.0,Air,165.17,Mumbai,400001,Dispur,781005,2675.71,1
21,1.0,Surface,106.2,Mumbai,400001,Dispur,781005,2675.71,2
22,1.0,Air,151.0,Mumbai,400001,Patna,800001,1680.81,1
23,1.0,Surface,95.58,Mumbai,400001,Patna,800001,1680.81,2
24,5.0,Air,587.0,Mumbai,400001,Raipur,492001,1093.91,1
25,5.0,Surface,271.86,Mumbai,400001,Raipur,492001,1093.91,2
26,5.0,Air,587.0,Mumbai,400001,Panaji,403001,578.71,1
27,5.0,Surface,289.12,Mumbai,400001,Panaji,403001,578.71,2
28,12.0,Air,1627.0,Mumbai,400001,Gandhinagar,382010,524.61,1
29,12.0,Surface,498.98,Mumbai,400001,Gandhinagar,382010,524.61,2
30,15.0,Air,1170.0,Mumbai,400001,Ahmedabad,380001,524.61,1
31,15.0,Surface,626.18,Mumbai,400001,Ahmedabad,380001,524.61,2
32,7.0,Air,900.4,Mumbai,400001,Chandigarh,160017,1418.61,1
33,7.0,Surface,357.02,Mumbai,400001,Chandigarh,160017,1418.61,2
34,9.0,Air,1519.0,Mumbai,400001,Shimla,171001,1673.71,1
35,9.0,Surface,424.88,Mumbai,400001,Shimla,171001,1673.71,2
36,11.0,Air,1495.0,Mumbai,400001,Ranchi,834001,1746.51,1
37,11.0,Surface,432.18,Mumbai,400001,Ranchi,834001,1746.51,2
38,11.5,Air,1400.0,Mumbai,400001,Bengaluru,560001,984.31,1
39,11.5,Surface,450.24,Mumbai,400001,Bengaluru,560001,984.31,2
40,9.5,Air,1601.0,Mumbai,400001,Thiruvananthapuram,695001,1375.51,1
41,9.5,Surface,424.88,Mumbai,400001,Thiruvananthapuram,695001,1375.51,2
42,8.0,Air,1355.0,Mumbai,400001,Kozhikode,673001,1346.31,1
43,8.0,Surface,424.88,Mumbai,400001,Kozhikode,673001,1346.31,2
44,7.0,Air,900.4,Mumbai,400001,Bhubaneswar,751001,1696.51,1
45,7.0,Surface,357.02,Mumbai,400001,Bhubaneswar,751001,1696.51,2
46,6.0,Air,784.22,Mumbai,400001,Jaipur,302001,1148.71,1
47,6.0,Surface,314.44,Mumbai,400001,Jaipur,302001,1148.71,2
48,5.0,Air,587.0,Mumbai,400001,Kota,324001,1007.41,1
49,5.0,Surface,271.86,Mumbai,400001,Kota,324001,1007.41,2
50,4.0,Air,489.17,Mumbai,400001,Gangtok,737101,2466.41,1
51,4.0,Surface,320.62,Mumbai,400001,Gangtok,737101,2466.41,2
52,3.0,Air,298.54,Mumbai,400001,Chennai,600001,1338.41,1
53,3.0,Surface,206.5,Mumbai,400001,Chennai,600001,1338.41,2
54,2.0,Air,253.29,Mumbai,400001,Coimbatore,641001,1439.31,1
55,2.0,Surface,164.02,Mumbai,400001,Coimbatore,641001,1439.31,2
56,1.0,Air,151.0,Mumbai,400001,Hyderabad,500001,711.91,1
57,1.0,Surface,95.58,Mumbai,400001,Hyderabad,500001,711.91,2
58,1.0,Air,165.17,Mumbai,400001,Agartala,799001,3279.31,1
59,1.0,Surface,114.46,Mumbai,400001,Agartala,799001,3279.31,2
60,2.0,Air,253.29,Mumbai,400001,Lucknow,226001,1252.71,1
61,2.0,Surface,164.02,Mumbai,400001,Lucknow,226001,1252.71,2
62,3.0,Air,353.31,Mumbai,400001,Kanpur,208001,1186.81,1
63,3.0,Surface,228.92,Mumbai,400001,Kanpur,208001,1186.81,2
64,4.0,Air,453.33,Mumbai,400001,Varanasi,221001,1425.31,1
65,4.0,Surface,271.86,Mumbai,400001,Varanasi,221001,1425.31,2
66,4.5,Air,532.5,Mumbai,400001,Dehradun,248001,1573.51,1
67,4.5,Surface,332.3,Mumbai,400001,Dehradun,248001,1573.51,2
68,5.5,Air,769.0,Mumbai,400001,Gairsain,246421,1745.41,1
69,5.5,Surface,403.56,Mumbai,400001,Gairsain,246421,1745.41,2
70,7.2,Air,928.0,Mumbai,400001,Kolkata,700001,1966.71,1
71,3.5,Surface,233.64,Mumbai,400001,Kolkata,700001,1966.71,2
72,2.3,Air,257.64,Mumbai,400001,New Delhi,110001,1420.51,1
73,2.5,Surface,174.64,Mumbai,400001,New Delhi,110001,1420.51,2
74,5.0,Air,587.0,Amaravati,431001,Visakhapatnam,530001,1280.13,1
75,5.0,Surface,285.1,Amaravati,431001,Visakhapatnam,530001,1280.13,2
76,6.0,Air,1034.0,Amaravati,431001,Itanagar,791111,3038.73,1
77,6.0,Surface,428.6,Amaravati,431001,Itanagar,791111,3038.73,2
78,7.0,Air,1084.9,Amaravati,431001,Dispur,781005,2675.73,1
79,7.0,Surface,428.6,Amaravati,431001,Dispur,781005,2675.73,2
80,8.0,Air,1106.0,Amaravati,431001,Patna,800001,1680.83,1
81,8.0,Surface,382.82,Amaravati,431001,Patna,800001,1680.83,2
82,9.0,Air,1313.0,Amaravati,431001,Raipur,492001,1093.93,1
83,9.0,Surface,456.0,Amaravati,431001,Raipur,492001,1093.93,2
84,10.0,Air,1445.0,Amaravati,431001,Panaji,403001,578.73,1
85,10.0,Surface,450.0,Amaravati,431001,Panaji,403001,578.73,2
86,20.0,Air,2765.0,Amaravati,431001,Gandhinagar,382010,524.63,1
87,20.0,Surface,763.2,Amaravati,431001,Gandhinagar,382010,524.63,2
88,20.0,Air,2765.0,Amaravati,431001,Ahmedabad,380001,524.63,1
89,20.0,Surface,823.0,Amaravati,431001,Ahmedabad,380001,524.63,2
90,5.0,Air,587.0,Amaravati,431001,Chandigarh,160017,1418.63,1
91,5.0,Surface,270.08,Amaravati,431001,Chandigarh,160017,1418.63,2
92,4.0,Air,489.17,Amaravati,431001,Shimla,171001,1673.73,1
93,4.0,Surface,311.62,Amaravati,431001,Shimla,171001,1673.73,2
94,3.0,Air,353.31,Amaravati,431001,Ranchi,834001,1746.53,1
95,3.0,Surface,243.08,Amaravati,431001,Ranchi,834001,1746.53,2
96,2.0,Air,263.29,Amaravati,431001,Bengaluru,560001,984.33,1
97,2.0,Surface,183.49,Amaravati,431001,Bengaluru,560001,984.33,2
98,8.0,Air,1374.5,Amaravati,431001,Thiruvananthapuram,695001,1375.53,1
99,8.0,Surface,437.7,Amaravati,431001,Kozhikode,673001,1346.33,2
100,8.0,Air,1118.5,Amaravati,431001,Bhopal,462001,776.33,1
101,8.0,Surface,410.5,Amaravati,431001,Bhopal,462001,776.33,2
102,4.0,Air,463.33,Amaravati,431001,Indore,452001,585.43,1
103,4.0,Surface,270.2,Amaravati,431001,Indore,452001,585.43,2
104,13.0,Air,1060.42,Amaravati,431001,Mumbai,400001,777.73,1
105,13.0,Surface,439.78,Amaravati,431001,Mumbai,400001,777.73,2
106,14.0,Air,1134.94,Amaravati,431001,Pune,411001,719.83,1
107,14.0,Surface,404.9,Amaravati,431001,Pune,411001,719.83,2
108,1.0,Air,153.54,Amaravati,431001,Nagpur,440001,837.93,1
109,1.0,Surface,98.12,Amaravati,431001,Nagpur,440001,837.93,2
110,3.0,Air,1345.36,Amaravati,431001,Imphal,795001,2909.33,1
111,3.0,Surface,594.0,Amaravati,431001,Imphal,795001,2909.33,2
112,4.0,Air,489.17,Amaravati,431001,Shillong,793001,2562.33,1
113,4.0,Surface,320.62,Amaravati,431001,Shillong,793001,2562.33,2
114,5.0,Air,790.88,Amaravati,431001,Aizawl,796001,2942.73,1
115,5.0,Surface,389.65,Amaravati,431001,Aizawl,796001,2942.73,2
116,6.0,Air,937.88,Amaravati,431001,Kohima,797001,2765.43,1
117,6.0,Surface,382.26,Amaravati,431001,Kohima,797001,2765.43,2
118,7.0,Air,900.4,Amaravati,431001,Bhubaneswar,751001,1303.33,1
119,7.0,Surface,345.24,Amaravati,431001,Bhubaneswar,751001,1303.33,2
120,8.0,Air,1099.0,Amaravati,431001,Jaipur,302001,1143.63,1
121,8.0,Surface,382.82,Amaravati,431001,Jaipur,302001,1143.63,2
122,9.0,Air,1231.0,Amaravati,431001,Kota,324001,1002.33,1
123,9.0,Surface,397.68,Amaravati,431001,Kota,324001,1002.33,2
124,10.0,Air,1683.0,Amaravati,431001,Gangtok,737101,2466.43,1
125,10.0,Surface,532.0,Amaravati,431001,Gangtok,737101,2466.43,2
126,11.0,Air,1495.0,Amaravati,431001,Chennai,600001,1187.33,1
127,11.0,Surface,432.18,Amaravati,431001,Chennai,600001,1187.33,2
128,12.0,Air,1627.0,Amaravati,431001,Chennai,600001,1800.0,1
129,12.0,Surface,466.68,Amaravati,431001,Chennai,600001,1800.0,2
130,13.0,Air,1759.0,Amaravati,431001,Coimbatore,641001,1500.0,1
131,13.0,Surface,498.34,Amaravati,431001,Coimbatore,641001,1500.0,2
132,14.0,Air,1891.0,Amaravati,431001,Hyderabad,500001,1000.0,1
133,14.0,Surface,670.2,Amaravati,431001,Hyderabad,500001,1000.0,2
134,15.0,Air,2503.0,Amaravati,431001,Agartala,799001,2800.0,1
135,15.0,Surface,960.55,Amaravati,431001,Agartala,799001,2800.0,2
136,5.0,Air,587.0,Amaravati,431001,Lucknow,226001,1400.0,1
137,5.0,Surface,270.08,Amaravati,431001,Lucknow,226001,1400.0,2
138,6.0,Air,835.0,Amaravati,431001,Kanpur,208001,1300.0,1
139,6.0,Surface,307.66,Amaravati,431001,Kanpur,208001,1300.0,2
140,7.0,Air,900.4,Amaravati,431001,Varanasi,221001,1200.0,1
141,7.0,Surface,345.24,Amaravati,431001,Varanasi,221001,1200.0,2
142,8.0,Air,1099.0,Amaravati,431001,Dehradun,248001,1800.0,1
143,8.0,Surface,382.82,Amaravati,431001,Dehradun,248001,1800.0,2
144,9.0,Air,1231.0,Amaravati,431001,Gairsain,246401,1900.0,1
145,9.0,Surface,414.18,Amaravati,431001,Gairsain,246401,1900.0,2
146,10.0,Air,1363.0,Visakhapatnam,530001,Amaravati,431001,1280.13,1
147,10.0,Surface,397.68,Visakhapatnam,530001,Amaravati,431001,1280.13,2
148,1.0,Air,165.17,Visakhapatnam,530001,Itanagar,791111,3038.73,1
149,1.0,Surface,114.46,Visakhapatnam,530001,Itanagar,791111,3038.73,2
150,2.0,Air,273.17,Visakhapatnam,530001,Dispur,781005,2675.73,1
151,2.0,Surface,201.78,Visakhapatnam,530001,Dispur,781005,2675.73,2
152,3.0,Air,353.31,Visakhapatnam,530001,Patna,800001,1680.83,1
153,3.0,Surface,232.46,Visakhapatnam,530001,Patna,800001,1680.83,2
154,4.0,Air,453.33,Visakhapatnam,530001,Raipur,492001,1093.93,1
155,4.0,Surface,271.86,Visakhapatnam,530001,Raipur,492001,1093.93,2
156,5.0,Air,587.0,Visakhapatnam,530001,Panaji,403001,578.73,1
157,5.0,Surface,289.12,Visakhapatnam,530001,Panaji,403001,578.73,2
158,6.0,Air,784.22,Visakhapatnam,530001,Gandhinagar,382010,524.63,1
159,6.0,Surface,314.44,Visakhapatnam,530001,Gandhinagar,382010,524.63,2
160,7.0,Air,967.0,Visakhapatnam,530001,Ahmedabad,380001,524.63,1
161,7.0,Surface,357.02,Visakhapatnam,530001,Ahmedabad,380001,524.63,2
162,8.0,Air,1099.0,Visakhapatnam,530001,Chandigarh,160017,1418.63,1
163,8.0,Surface,397.68,Visakhapatnam,530001,Chandigarh,160017,1418.63,2
164,9.0,Air,1519.0,Visakhapatnam,530001,Shimla,171001,1673.73,1
165,9.0,Surface,424.88,Visakhapatnam,530001,Shimla,171001,1673.73,2
166,10.0,Air,1363.0,Visakhapatnam,530001,Ranchi,834001,1746.53,1
167,10.0,Surface,397.68,Visakhapatnam,530001,Ranchi,834001,1746.53,2
168,11.0,Air,1495.0,Visakhapatnam,530001,Bengaluru,560001,984.33,1
169,11.0,Surface,539.4,Visakhapatnam,530001,Bengaluru,560001,984.33,2
170,12.0,Air,2011.0,Visakhapatnam,530001,Thiruvananthapuram,695001,1375.53,1
171,12.0,Surface,501.12,Visakhapatnam,530001,Thiruvananthapuram,695001,1375.53,2
172,13.0,Air,2175.0,Visakhapatnam,530001,Kozhikode,673001,1346.33,1
173,13.0,Surface,539.24,Visakhapatnam,530001,Kozhikode,673001,1346.33,2
174,14.0,Air,1891.0,Visakhapatnam,530001,Bhopal,462001,776.33,1
175,14.0,Surface,759.89,Visakhapatnam,530001,Bhopal,462001,776.33,2
176,15.0,Air,2023.0,Visakhapatnam,530001,Indore,452001,585.43,1
177,15.0,Surface,626.18,Visakhapatnam,530001,Indore,452001,585.43,2
178,5.0,Air,668.04,Visakhapatnam,530001,Mumbai,400001,777.73,1
179,5.0,Surface,353.45,Visakhapatnam,530001,Mumbai,400001,777.73,2
180,4.0,Air,453.33,Visakhapatnam,530001,Pune,411001,719.83,1
181,4.0,Surface,289.12,Visakhapatnam,530001,Pune,411001,719.83,2
182,3.0,Air,353.31,Visakhapatnam,530001,Nagpur,440001,837.93,1
183,3.0,Surface,228.92,Visakhapatnam,530001,Nagpur,440001,837.93,2
184,2.0,Air,865.42,Visakhapatnam,530001,Imphal,795001,2909.33,1
185,2.0,Surface,368.2,Visakhapatnam,530001,Imphal,795001,2909.33,2
186,1.0,Air,165.17,Visakhapatnam,530001,Shillong,793001,2562.33,1
187,1.0,Surface,114.46,Visakhapatnam,530001,Shillong,793001,2562.33,2
188,7.0,Air,1084.88,Visakhapatnam,530001,Aizawl,796001,2942.73,1
189,7.0,Surface,505.65,Visakhapatnam,530001,Aizawl,796001,2942.73,2
190,8.0,air,1355.0,Visakhapatnam,530001,Kohima,797001,2765.43,2
191,8.0,Surface,471.26,Visakhapatnam,530001,Kohima,797001,2765.43,2
192,9.0,Air,1447.47,Visakhapatnam,530001,Bhubaneswar,751001,1303.33,1
193,9.0,Surface,495.8,Visakhapatnam,530001,Bhubaneswar,751001,1303.33,2
194,3.0,Air,1231.0,Visakhapatnam,530001,Jaipur,302001,1143.63,1
195,3.0,Surface,535.9,Visakhapatnam,530001,Jaipur,302001,1143.63,2
196,4.0,Air,478.0,Visakhapatnam,530001,Kota,324001,1002.33,1
197,4.0,Surface,298.42,Visakhapatnam,530001,Kota,324001,1002.33,2
198,5.0,Air,801.0,Visakhapatnam,530001,Gangtok,737101,2466.43,1
199,5.0,Surface,389.65,Visakhapatnam,530001,Gangtok,737101,2466.43,2
200,5.0,Air,863.0,Dispur,781005,Amaravati,522020,2000.0,1
201,5.0,Surface,320.62,Dispur,781005,Amaravati,522020,2000.0,2
202,22.0,Air,3651.0,Dispur,781005,Visakhapatnam,530001,1100.0,1
203,22.0,Surface,876.88,Dispur,781005,Visakhapatnam,530001,1100.0,2
204,10.0,Air,1683.0,Dispur,781005,Itanagar,791111,350.0,1
205,10.0,Surface,424.88,Dispur,781005,Itanagar,791111,350.0,2
206,12.0,Air,2011.0,Dispur,781005,Patna,800001,1000.0,1
207,12.0,Surface,502.38,Dispur,781005,Patna,800001,1000.0,2
208,8.0,Air,1355.0,Dispur,781005,Raipur,492001,1100.0,1
209,8.0,Surface,424.88,Dispur,781005,Raipur,492001,1100.0,2
210,6.0,Air,937.88,Dispur,781005,Panaji,403001,2800.0,1
211,6.0,Surface,373.02,Dispur,781005,Panaji,403001,2800.0,2
212,15.0,Air,2503.0,Dispur,781005,Gandhinagar,382010,2200.0,1
213,15.0,Surface,602.58,Dispur,781005,Gandhinagar,382010,2200.0,2
214,5.0,Air,790.88,Dispur,781005,Ahmedabad,380001,2200.0,1
215,5.0,Surface,320.62,Dispur,781005,Ahmedabad,380001,2200.0,2
216,22.0,Air,3651.0,Dispur,781005,Chandigarh,160017,2000.0,1
217,22.0,Surface,836.38,Dispur,781005,Chandigarh,160017,2000.0,2
218,6.0,Air,937.88,Dispur,781005,Shimla,171001,2200.0,1
219,6.0,Surface,373.02,Dispur,781005,Shimla,171001,2200.0,2
220,10.0,Air,1683.0,Dispur,781005,Ranchi,834001,1000.0,1
221,10.0,Surface,424.88,Dispur,781005,Ranchi,834001,1000.0,2
222,14.0,Air,2339.0,Dispur,781005,Bengaluru,560001,2500.0,1
223,14.0,Surface,569.18,Dispur,781005,Bengaluru,560001,2500.0,2
224,9.0,Air,1519.0,Dispur,781005,Thiruvananthapuram,695001,3000.0,1
225,9.0,Surface,424.88,Dispur,781005,Thiruvananthapuram,695001,3000.0,2
226,6.0,Air,937.88,Dispur,781005,Kozhikode,673001,2900.0,1
227,6.0,Surface,377.96,Dispur,781005,Kozhikode,673001,2900.0,2
228,18.0,Air,2995.0,Dispur,781005,Bhopal,462001,1800.0,1
229,18.0,Surface,804.28,Dispur,781005,Bhopal,462001,1800.0,2
230,14.0,Air,2339.0,Dispur,781005,Indore,452001,1900.0,1
231,14.0,Surface,569.18,Dispur,781005,Indore,452001,1900.0,2
232,19.0,Air,3159.0,Dispur,781005,Mumbai,400001,2500.0,1
233,19.0,Surface,804.28,Dispur,781005,Mumbai,400001,2500.0,2
234,13.0,Air,2175.0,Dispur,781005,Pune,411001,2700.0,1
235,13.0,Surface,535.78,Dispur,781005,Pune,411001,2700.0,2
236,9.0,Air,1519.0,Dispur,781005,Nagpur,440001,1800.0,1
237,9.0,Surface,424.0,Dispur,781005,Nagpur,440001,1800.0,2
238,5.0,Air,801.0,Dispur,781005,Shillong,793001,100.0,1
239,5.0,Surface,320.62,Dispur,781005,Shillong,793001,100.0,2
240,13.0,Air,2175.0,Dispur,781005,Aizawl,796001,1200.0,1
241,13.0,Surface,848.19,Dispur,781005,Aizawl,796001,1200.0,2
242,11.0,Air,1847.0,Dispur,781005,Kohima,797001,300.0,1
243,11.0,Surface,591.6,Dispur,781005,Kohima,797001,300.0,2
244,16.0,Air,2667.0,Dispur,781005,Bhubaneswar,751001,1100.0,1
245,16.0,Surface,635.98,Dispur,781005,Bhubaneswar,751001,1100.0,2
246,17.0,Air,2831.0,Dispur,781005,Jaipur,302001,1800.0,1
247,17.0,Surface,669.38,Dispur,781005,Jaipur,302001,1800.0,2
248,20.0,Air,3323.0,Dispur,781005,Kota,324001,1900.0,1
249,20.0,Surface,769.58,Dispur,781005,Kota,324001,1900.0,2
250,10.0,Air,1683.0,Dispur,781005,Gangtok,737101,1200.0,1
251,10.0,Surface,532.0,Dispur,781005,Gangtok,737101,1200.0,2
252,18.0,Air,2995.0,Dispur,781005,Chennai,600001,2200.0,1
253,18.0,Surface,804.28,Dispur,781005,Chennai,600001,2200.0,2
254,12.0,Air,2011.0,Dispur,781005,Coimbatore,641001,2500.0,1
255,12.0,Surface,501.12,Dispur,781005,Coimbatore,641001,2500.0,2
256,8.0,Air,1355.0,Dispur,781005,Hyderabad,500001,2000.0,1
257,8.0,Surface,424.88,Dispur,781005,Hyderabad,500001,2000.0,2
258,4.0,Air,489.17,Dispur,781005,Agartala,799001,1500.0,1
259,4.0,Surface,376.42,Dispur,781005,Agartala,799001,1500.0,2
260,12.0,Air,2011.0,Dispur,781005,Lucknow,226001,1200.0,1
261,12.0,Surface,501.12,Dispur,781005,Lucknow,226001,1200.0,2
262,6.0,Air,1027.0,Dispur,781005,Kanpur,208001,1200.0,1
263,6.0,Surface,373.02,Dispur,781005,Kanpur,208001,1200.0,2
264,12.0,Air,2011.0,Dispur,781005,Varanasi,221001,1100.0,1
265,12.0,Surface,501.12,Dispur,781005,Varanasi,221001,1100.0,2
266,5.0,Air,790.88,Dispur,781005,Dehradun,248001,1800.0,1
267,5.0,Surface,329.18,Dispur,781005,Dehradun,248001,1800.0,2
268,9.0,Air,1519.0,Dispur,781005,Gairsain,246401,1900.0,1
269,9.0,Surface,515.76,Dispur,781005,Gairsain,246401,1900.0,2
270,13.0,Air,2175.0,Dispur,781005,Kolkata,700001,1000.0,1
271,13.0,Surface,535.78,Dispur,781005,Kolkata,700001,1000.0,2
272,15.0,Air,2503.0,Dispur,781005,New Delhi,110001,1600.0,1
273,15.0,Surface,602.58,Dispur,781005,New Delhi,110001,1600.0,2
274,20.3,Air,2749.0,Patna,800001,Amaravati,522020,1200.0,1
275,20.3,Surface,696.92,Patna,800001,Amaravati,522020,1200.0,2
276,18.0,Air,2419.0,Patna,800001,Visakhapatnam,530001,1400.0,1
277,18.0,Surface,667.88,Patna,800001,Visakhapatnam,530001,1400.0,2
278,4.6,Air,801.0,Patna,800001,Itanagar,791111,1000.0,1
279,4.6,Surface,389.65,Patna,800001,Itanagar,791111,1000.0,2
280,13.0,Air,2175.0,Patna,800001,Dispur,781005,1000.0,1
281,13.0,Surface,535.78,Patna,800001,Dispur,781005,1000.0,2
282,17.1,Air,2353.0,Patna,800001,Raipur,492001,1100.0,1
283,17.1,Surface,654.94,Patna,800001,Raipur,492001,1100.0,2
284,18.0,Air,2419.0,Patna,800001,Panaji,403001,2000.0,1
285,18.0,Surface,654.94,Patna,800001,Panaji,403001,2000.0,2
286,3.9,Air,453.33,Patna,800001,Gandhinagar,382010,1700.0,1
287,3.9,Surface,270.08,Patna,800001,Gandhinagar,382010,1700.0,2
288,20.0,Air,2683.0,Patna,800001,Ahmedabad,380001,1700.0,1
289,20.0,Surface,717.58,Patna,800001,Ahmedabad,380001,1700.0,2
290,12.0,Air,1627.0,Patna,800001,Chandigarh,160017,1400.0,1
291,12.0,Surface,466.68,Patna,800001,Chandigarh,160017,1400.0,2
292,14.2,Air,2421.0,Patna,800001,Shimla,171001,1500.0,1
293,14.2,Surface,602.58,Patna,800001,Shimla,171001,1500.0,2
294,16.9,Air,2287.0,Patna,800001,Ranchi,834001,300.0,1
295,16.9,Surface,623.62,Patna,800001,Ranchi,834001,300.0,2
296,15.7,Air,2155.0,Patna,800001,Bengaluru,560001,2000.0,1
297,15.7,Surface,592.3,Patna,800001,Bengaluru,560001,2000.0,2
298,9.2,Air,1601.0,Patna,800001,Thiruvananthapuram,695001,2800.0,1
299,9.2,Surface,424.88,Patna,800001,Thiruvananthapuram,695001,2800.0,2
300,17.0,Air,2831.0,Patna,800001,Kozhikode,673001,2700.0,1
301,17.0,Surface,804.28,Patna,800001,Kozhikode,673001,2700.0,2
302,15.1,Air,2089.0,Patna,800001,Bhopal,462001,1000.0,1
303,15.1,Surface,667.88,Patna,800001,Bhopal,462001,1000.0,2
304,15.0,Air,2023.0,Patna,800001,Indore,452001,1100.0,1
305,15.0,Surface,560.98,Patna,800001,Indore,452001,1100.0,2
306,17.0,Air,2287.0,Patna,800001,Mumbai,400001,1800.0,1
307,17.0,Surface,667.88,Patna,800001,Mumbai,400001,1800.0,2
308,11.5,Air,1561.0,Patna,800001,Pune,411001,1800.0,1
309,11.5,Surface,466.68,Patna,800001,Pune,411001,1800.0,2
310,6.3,Air,842.31,Patna,800001,Nagpur,440001,1100.0,1
311,6.3,Surface,345.24,Patna,800001,Nagpur,440001,1100.0,2
312,11.5,Air,1929.0,Patna,800001,Shillong,793001,1500.0,1
313,11.5,Surface,501.12,Patna,800001,Shillong,793001,1500.0,2
314,19.7,Air,3323.0,Patna,800001,Aizawl,796001,2000.0,1
315,19.7,Surface,1241.65,Patna,800001,Aizawl,796001,2000.0,2
316,11.2,Air,1929.0,Patna,800001,Kohima,797001,1500.0,1
317,11.2,Surface,638.02,Patna,800001,Kohima,797001,1500.0,2
318,10.0,Air,1363.0,Patna,800001,Bhubaneswar,751001,900.0,1
319,10.0,Surface,397.68,Patna,800001,Bhubaneswar,751001,900.0,2
320,14.0,Air,1891.0,Patna,800001,Jaipur,302001,1100.0,1
321,14.0,Surface,529.66,Patna,800001,Jaipur,302001,1100.0,2
322,16.3,Air,2221.0,Patna,800001,Kota,324001,1200.0,1
323,16.3,Surface,623.62,Patna,800001,Kota,324001,1200.0,2
324,8.4,Air,1437.0,Patna,800001,Gangtok,737101,1200.0,1
325,8.4,Surface,532.0,Patna,800001,Gangtok,737101,1200.0,2
326,16.3,Air,2221.0,Patna,800001,Chennai,600001,1800.0,1
327,16.3,Surface,667.88,Patna,800001,Chennai,600001,1800.0,2
328,14.0,Air,1891.0,Patna,800001,Coimbatore,641001,2200.0,1
329,14.0,Surface,529.66,Patna,800001,Coimbatore,641001,2200.0,2
330,5.0,Air,587.0,Patna,800001,Hyderabad,500001,1400.0,1
331,5.0,Surface,289.12,Patna,800001,Hyderabad,500001,1400.0,2
332,18.0,Air,2995.0,Patna,800001,Agartala,799001,1800.0,1
333,18.0,Surface,804.28,Patna,800001,Agartala,799001,1800.0,2
334,12.0,Air,1627.0,Patna,800001,Lucknow,226001,500.0,1
335,12.0,Surface,466.68,Patna,800001,Lucknow,226001,500.0,2
336,19.0,Air,2551.0,Patna,800001,Varanasi,221001,250.0,1
337,19.0,Surface,667.88,Patna,800001,Varanasi,221001,250.0,2
338,15.0,Air,2023.0,Patna,800001,Dehradun,248001,1000.0,1
339,15.0,Surface,560.98,Patna,800001,Dehradun,248001,1000.0,2
340,5.5,Air,726.13,Patna,800001,Gairsain,246401,1100.0,1
341,5.5,Surface,314.44,Patna,800001,Gairsain,246401,1100.0,2
342,17.1,Air,2353.0,Patna,800001,Kolkata,700001,550.0,1
343,17.1,Surface,654.94,Patna,800001,Kolkata,700001,550.0,2
344,18.0,Air,2419.0,Patna,800001,New Delhi,110001,1000.0,1
345,18.0,Surface,654.94,Patna,800001,New Delhi,110001,1000.0,2
346,5.0,Air,587.0,Raipur,492001,Amaravati,522020,1200.0,1
347,5.0,Surface,271.86,Raipur,492001,Amaravati,522020,1200.0,2
348,20.0,Air,1302.35,Raipur,492001,Visakhapatnam,530001,800.0,1
349,20.0,Surface,359.48,Raipur,492001,Visakhapatnam,530001,800.0,2
350,30.0,Air,5337.6,Raipur,492001,Itanagar,791111,2000.0,1
351,30.0,Surface,1167.28,Raipur,492001,Itanagar,791111,2000.0,2
352,14.0,Air,2339.0,Raipur,492001,Dispur,781005,1100.0,1
353,14.0,Surface,569.18,Raipur,492001,Dispur,781005,1100.0,2
354,23.0,Air,3079.0,Raipur,492001,Patna,800001,1100.0,1
355,23.0,Surface,811.54,Raipur,492001,Patna,800001,1100.0,2
356,12.0,Air,1627.0,Raipur,492001,Panaji,403001,1800.0,1
357,12.0,Surface,467.02,Raipur,492001,Panaji,403001,1800.0,2
358,6.0,Air,784.22,Raipur,492001,Gandhinagar,382010,1100.0,1
359,6.0,Surface,307.66,Raipur,492001,Gandhinagar,382010,1100.0,2
360,8.0,Air,1099.0,Raipur,492001,Gandhinagar,382010,1100.0,1
361,8.0,Surface,382.82,Raipur,492001,Gandhinagar,382010,1100.0,2
